street,location
"11384 Copperleaf Ln  San Diego, CA 92124","(32.8102774, -117.0821888)"
"114 Pearl Alley  Santa Cruz, CA 95060","(36.9730668, -122.0264052)"
"121 W. Lexington Dr. Ste 202  Glendale, CA 91203","(34.1519578, -118.2559971)"
"2 Townsend St Num 1-0707  San Francisco, CA 94107","(37.7861412, -122.3929059)"
"Po Box 642  Ojai, CA 93022","(34.3925151, -119.3076098)"
"701 N Blackhorse Pike  Williamstown, NJ 8094","(39.6957697, -74.9997877)"
"165 Greenpoint Ave  Brooklyn, NY 11222","(40.7304203, -73.9531342)"
"37645 Mulligan Dr  Beaumont, CA 92223","(33.9494156, -117.0145829)"
"65 Hillsdale Rd  Cedar Grove, NJ 7009","(40.8387517, -74.2231371)"
"2139 Route 33 Unit A Hamilton, NJ 8690","(40.2224422, -74.645121)"
"2001 Sacramento Street Apt 8 San Francisco, CA 94109","(37.7906702, -122.4260569)"
"310 S Wells Rd Unit 101 Ventura, CA 93004","(34.2924613, -119.1581895)"
"8911 Gibson St  Los Angeles, CA 90034","(34.0371947, -118.3864828)"
"322 Fairview Ave.  Hudson, NY 12534","(42.2683269, -73.7614608)"
"27349 Jefferson Ave #209 Temecula, CA 92590","(33.5194289, -117.1652148)"
"8788 Greenback Ln Suite 105 Orangevale, CA 95662","(38.6782325, -121.2307671)"
"7660 Fay Avenue, Ca, United States Suite H136 La Jolla, CA 92037","(32.842819, -117.275022)"
"79 Madison Ave  New York, NY 10016","(40.7441619, -73.98531249999999)"
"254 Driggs Avenue  Brooklyn, NY 11222","(40.7228495, -73.94792439999999)"
"171 Saxony Rd Suite 105 Encinitas, CA 92024","(33.0502606, -117.2852008)"
"85 Broad Street 17Th Floor New York, NY 10004","(40.7040662, -74.01114559999999)"
"1004 Main St Suite 1  Fishkill, NY 12524","(41.5321123, -73.9053749)"
"Po Box 1073  Point Pleasant Beach, NJ 8742","(40.0912268, -74.0479146)"
"501 Beale St Ph2D San Francisco, CA 94105","(37.7860783, -122.3892706)"
"650 California St 7Th Floor San Francisco, CA 94108","(37.7929223, -122.405241)"
"41 Santa Monica Way  San Francisco, CA 94127","(37.739285, -122.464728)"
"Po Box 409  Carmel Valley, CA 93924","(36.4799024, -121.7327931)"
"10622 Bryant Street Sp 59  Yucaipa, CA 92399","(34.0606154, -117.0380094)"
"68-32 Clyde St  Forest Hills, NY 11375","(40.7202, -73.851371)"
"290 Utah Street  San Francisco, CA 94103","(37.766035, -122.406883)"
"4679 Mccoy Ave  San Jose, CA 95130","(37.27669480000001, -121.9828348)"
"21 Prince St  New York, NY 10012","(40.7229441, -73.99434649999999)"
"1520 East Delavan Avenue   Buffalo, NY 14215","(42.9230778, -78.8001772)"
"235 Harrison St Maildrop 15 Syracuse, NY 13202","(43.0445875, -76.1499442)"
"9223 Archibald Ave Unit H Rancho Cucamonga, CA 91730","(34.0852035, -117.5929182)"
"450 Cedar Lane  Lanoka Harbor, NJ 8734","(39.8589171, -74.1561329)"
"1490 O'Brien Drive Suite C Menlo Park, CA 94025","(37.4761173, -122.1413398)"
"78900 Avenue 47, Suite 100  La Quinta, CA 92253","(33.707017, -116.2879104)"
"324 5Th St Fl 1  San Francisco, CA 94107","(37.7797957, -122.4031672)"
"311 Oak Ridge Drive Ste 3 Roseville, CA 95661","(38.7420919, -121.2695046)"
"12 Lilac Ave  Kentfield, CA 94904","(37.9508574, -122.5414062)"
"5530 Sheridan Drive Ste 2  Williamsville, NY 14221","(42.9790988, -78.72795719999999)"
"329 Marltron Pike West  Cherry Hill, NJ 8002","(39.9144786, -75.0148158)"
"18 Endeavor Ste 304  Irvine, CA 92618","(33.666872, -117.7620748)"
"1433 Hooper Ave Suite 339 Toms River, NJ 8753","(39.9937381, -74.1723241)"
"353 Sacramento St 18Th Fl, Ste# 1804 San Francisco, CA 94111","(37.7939928, -122.3996171)"
"275 Welburn Ave Ste M  Gilroy, CA 95020","(37.0193271, -121.5784286)"
"101 Glenbrook Blvd  Mount Laurel, NJ 8054","(39.928645, -74.972225)"
"2355 Portola Road Suite A  Ventura, CA 93003","(34.2523898, -119.2253302)"
"111 Oak St  Brooklyn, NY 11222","(40.7279883, -73.956402)"
"795 Franklin Ave Bld B Ste 204 Franklin Lakes, NJ 7417","(41.0227931, -74.2055969)"
"350 Cambridge Ave Suite 130 Palo Alto, CA 94306","(37.4282114, -122.1450216)"
"9035 Sierra Ave  Fontana, CA 92335","(34.0896784, -117.435518)"
"5 Lucerne St. #1   San Francisco, CA 94103","(37.7737332, -122.4015741)"
"200 Salisbury Street  Rochester, NY 14609","(43.17532629999999, -77.5666212)"
"475 Bement Ave  Staten Island, NY 10310","(40.6301544, -74.1110347)"
"227 Main Ave  Passaic, NJ 7055","(40.8469048, -74.1268863)"
"166 Monmouth Rd  Oakhurst, NJ 7755","(40.2633299, -74.0131426)"
"664 N Palm Canyon Drive Unit B  Palm Springs, CA 92262","(33.8326959, -116.546521)"
"350 Alabama St  San Francisco, CA 94110","(37.7647622, -122.4125694)"
"16735 Rendon Vally Road  Ramona, CA 92065","(33.021272, -116.962043)"
"7 Smull Ave  Caldwell, NJ 7006","(40.8404964, -74.2762748)"
"1315 State Route 5  Chittenango, NY 13037","(43.0499732, -75.9069701)"
"48 Worrall Ave  Poughkeepsie, NY 12603","(41.6947665, -73.9097346)"
"916 Bancroft Way  Berkeley, CA 94710","(37.8636893, -122.2943401)"
"345 Lincoln Pl 2B Brooklyn, NY 11238","(40.6733879, -73.96478069999999)"
"172 Jackson  Brooklyn, NY 11211","(40.716549, -73.9440761)"
"1205 Monmouth Rd.  Eastampton, NJ 8060","(40.0052405, -74.7660517)"
"7 Flower Ave  Hastings On Hudson, NY 10706","(41.002591, -73.8803827)"
"39-40 Broadway, 1St Floor   Fair Lawn, NJ 7410","(40.9262367, -74.0958241)"
"5301 Office Park Dr. Ste 300   Bakersfield, CA 93309","(35.3653066, -119.0625171)"
"3137 Castro Valley Blvd Suite 210 Castro Valley, CA 94546","(37.6953417, -122.0806579)"
"159 East City Place Dr  Santa Ana, CA 92705","(33.774372, -117.8653038)"
"284 State Street  Albany, NY 12210","(42.654188, -73.761856)"
" 7 Christopher St New York, NY 10014","(40.7342064, -73.9999322)"
"4714 5Th Avenue, Second Floor  Brooklyn, NY 11220","(40.646665, -74.00912699999999)"
"190 E 98Th St  Brooklyn, NY 11212","(40.66269700000001, -73.9207701)"
"2 Nottingham Circle  Princeton, NJ 8540","(40.3196038, -74.66161149999999)"
"575 Seminole Drive  Merced, CA 95340","(37.321197, -120.4628335)"
"250 South Service Rd  Roslyn Heights, NY 11577","(40.7837774, -73.65109149999999)"
"2580 North First St, Suite 130  San Jose, CA 95131","(37.3855878, -121.9254001)"
"617 Oradell Avenue, Suite 2  Oradell, NJ 7649","(40.9539377, -74.0308615)"
"2133 East Henrietta Road  Rochester, NY 14623","(43.0754452, -77.6070136)"
"7 Cobblestone Ct  Nesconset, NY 11767","(40.8410809, -73.14429559999999)"
"29 Faith Lane  Ardsley, NY 10502","(40.999359, -73.844831)"
"660 4Th St. #234  San Francisco, CA 94107","(37.7773924, -122.3956947)"
"660 Central Ave Ste 3  Cedarhurst, NY 11516","(40.6248477, -73.7197891)"
"9580 Oak Avenue Pkwy Ste 6   Folsom, CA 95630","(38.6988475, -121.1911941)"
"1416 East 5Th St   Oxnard, CA 93030","(34.1967232, -119.1642991)"
"1288 Central Ave  Far Rockaway, NY 11691","(40.6078165, -73.74911879999999)"
"136-20 38Th Street Suite 10E,  Flushing, NY 11354","(40.7609223, -73.8300252)"
"School Of Dance & Gymnastics 97 Main Street Woodbridge, NJ 7095","(40.5537916, -74.2804234)"
"64 Astor Avenue  St James, NY 11780","(40.8689269, -73.14807569999999)"
"3175 Millersport Highway  Getzville, NY 14068","(43.0300306, -78.7524693)"
"34 E 39Th St Suite 2B New York, NY 10016","(40.7503282, -73.979957)"
"60 Seaman Avenue, 4E  New York, NY 10034","(40.8680192, -73.9261081)"
"1 West 34Th Str Suite 904  New York, NY 10001","(40.7488597, -73.9849832)"
"26 Longmeadow Drive  Delmar, NY 12054","(42.6146427, -73.8594968)"
"11 N Airmont Rd.  Suffern, NY 10901","(41.1136714, -74.1133059)"
"877 Cedar St. Ste. 150 Santa Cruz, CA 95060","(36.9741641, -122.0277877)"
"1413 Edgemont St  San Diego, CA 92102","(32.720493, -117.126294)"
"2515 Camino Del Rio South  Suite 225 San Diego, CA 92108","(32.7688008, -117.137597)"
"951 El Cajon Way  Palo Alto, CA 94303","(37.442487, -122.1283414)"
"132 W. Groton Rd.   Groton, NY 13073","(42.5959952, -76.3944526)"
"203 Castillon Wa  San Jose, CA 95119","(37.23466880000001, -121.7919742)"
"6728 Fair Oaks Blvd #300  Carmichael, CA 95608","(38.6233917, -121.3275795)"
"413 Grand St Apt. F1603 New York, NY 10002","(40.71527390000001, -73.98636619999999)"
"15 Addison Rd  Bergenfield, NJ 7621","(40.9134998, -74.0091606)"
"548 Market St. # 18091  San Francisco, CA 94104","(37.7900465, -122.4008744)"
"107 E Mt. Pleasant Ave  Suite: 1  Livingston, NJ 7039","(40.7970412, -74.3109451)"
"109 S 5Th St  Brooklyn, NY 11249","(40.7116869, -73.96381199999999)"
"101 Kraemer Blvd.  Placentia, CA 92870","(33.8711189, -117.8627932)"
"800 J Street Suite 406  Sacramento, CA 95814","(38.5808022, -121.496031)"
"630 University Ave  Las Gatons, CA 95032","(37.2341726, -121.9764374)"
"2985 Yorkship Sq  Camden,, NJ 8104","(39.9056246, -75.1063928)"
"10 Railroad Ave   Middletown, NY 10940","(41.4478745, -74.41782289999999)"
"218 Cayuga Heights Rd  Ithaca, NY 14850","(42.4601896, -76.49288419999999)"
"209 Torrey Pines Terrace  Del Mar, CA 92014","(32.9418344, -117.259758)"
"209 Torrey Pines Terrace  Del Mar, CA 92014","(32.9418344, -117.259758)"
"8880 Rio San Diego Drive Suite 800 San Diego, CA 92108","(32.7766878, -117.1388608)"
"1499 Huntington Dr, Suite 402  South Pasadena, CA 91030","(34.1038159, -118.1505311)"
"650 Castro St Suite 120-370 Mountain View, CA 94041","(37.3879124, -122.0831253)"
"501 Folsom St - 3Rd Floor  San Francisco, CA 94105","(37.7869571, -122.3944835)"
"301 High Street  Burlington, NJ 8016","(40.07946700000001, -74.85842099999999)"
"37 Roxy Ave  Edison, NJ 8820","(40.592752, -74.3496518)"
"2640 Rt 70 Suite 2C Manasquan, NJ 8736","(40.1103093, -74.0733616)"
"2601 W. Almeda Ave, Ste 102  Burbank, CA 91505","(34.1581949, -118.3295164)"
"5014 16Th Avenue, Suite 386  Brooklyn, NY 11204","(40.6302777, -73.98657759999999)"
"20 West 22Nd St Suite 906 New York, NY 10010","(40.7412863, -73.9915822)"
"225-16 95 Ave  Floral Park, NY 11001","(40.720523, -73.72891489999999)"
"100 Glen Street, Suite 1 D  Glens Falls, NY 12801","(43.3086065, -73.643549)"
"18 East 50Th Street   New York, NY 10022","(40.7579321, -73.97629049999999)"
"31515 Rancho Pueblo Rd, Ste 204  Temecula, CA 92592","(33.4789889, -117.1107242)"
"10351 Santa Monica Blvd. Ste 202  Los Angeles, CA 90025","(34.0581902, -118.4236978)"
"100 Garden City Plaza, Suite 203  Garden City, NY 11530","(40.7383527, -73.616734)"
"14120 Beach Blvd  Ste 180 Westminster, CA 92683","(33.7570334, -117.9890098)"
"146 Sutcliffe Cir  Folsom, CA 95630","(38.6532349, -121.1646629)"
"5830 Oberlin Dr. Ste 204 San Diego, CA 92121","(32.8944969, -117.1936725)"
"212 Clara St  San Francisco, CA 94107","(37.7792758, -122.4028906)"
"20 Jay Street Suite 1010  Brooklyn, NY 11216","(40.7040297, -73.9867893)"
"842 Arnold Avenue   Point Pleasant, NJ 8742","(40.0909921, -74.0575743)"
"93 Sterling Pl  Brooklyn, NY 11217","(40.677916, -73.975202)"
"231 W 25Th Street  New York, NY 10001","(40.74617629999999, -73.99600099999999)"
"531 Central Park Avenue Suite 301 Scarsdale, NY 10583","(41.0043047, -73.8131877)"
"1450 Parkside Ave, Suite 10  Trenton, NJ 8638","(40.2511539, -74.7680398)"
"350 Alberta Dr Ste 210  Amherst, NY 14226","(42.9822384, -78.81817769999999)"
"3-27 Beach 101St St  Rockaway Park, NY 11694","(40.5853627, -73.8228665)"
"90 Summit Ave  Summit, NJ 7901","(40.7174878, -74.3565709)"
"10 Hilltop Circle  Fishkill, NY 12524","(41.53776999999999, -73.921047)"
"72-73 Main Street  Kew Gardens Hills, NY 11367","(40.7248741, -73.82050559999999)"
"10474 Santa Monica Blvd.  Suite 435  Los Angeles, CA 90025","(34.0554877, -118.426024)"
"307 Wave Pl  E Northport, NY 11731","(40.8668843, -73.3355224)"
"79A South Liberty Drive  Stony Point, NY 10980","(41.2229502, -73.9848854)"
"82 Norwood Avenue  Deal, NJ 7723","(40.2559706, -74.0007835)"
"20 Commerce Drive Suite 135 Cranford, NJ 7016","(40.6429505, -74.28682909999999)"
"50 Division Street, Suite 501  Somerville, NJ 8876","(40.5670768, -74.6137566)"
"160 Lanza Ave Ste 11   Garfield, NJ 7026","(40.8865019, -74.1196374)"
"9130 Allwood Road  Clifton, NJ 7012","(40.8432931, -74.1598467)"
"2563 Mast St  Chula Vista, CA 91910","(32.6552324, -116.9577468)"
"460 W Broadway Apt 3S #3 New York, NY 10012","(40.72636490000001, -74.00074760000001)"
"746 Cavanagh Rd  Glendale, CA 91207","(34.1663944, -118.2470148)"
"412 Ridge Rd  Lyndhurst, NJ 7071","(40.80587269999999, -74.120165)"
"425 E 4Th St Ste E   Long Beach, CA 90802","(33.7720469, -118.1869123)"
"4 Elm Street  Nasau, NY 12163","(42.5166815, -73.6095352)"
"83 Walnut Dr  Mahopac, NY 10541","(41.3691935, -73.7903707)"
"Brooklyn Navy Yard Bldg 27 63 Flushing Avenue Unit 106 Brooklyn, NY 11205","('Error', 'Error')"
"150 Broadhollow Road  Melville, NY 11747","(40.7881128, -73.4162654)"
"250 Middlefield Rd  Palo Alto, CA 94301","(37.4523785, -122.15977)"
"633 W. 5Th Street, 28Th Floor  Los Angeles, CA 90071","(34.0511086, -118.2544343)"
"125 N. Black Horse Pike   Runnemede, NJ 8078","(39.8505297, -75.0736283)"
"91 Clinton Rd  Fairfield, NJ 7004","(40.8635388, -74.3148003)"
"115 Broadway Suite 1800   New York, NY 10006","(40.7087671, -74.0110649)"
"2701 Del Paso Rd Ste 130-119   Sacramento, CA 95835","(38.6567415, -121.522334)"
"2922 Avenue L  Brooklyn, NY 11210","(40.621736, -73.946214)"
"75 Maiden Ln Suite 228  New York, NY 10038","(40.7077951, -74.0074731)"
"85 Broad Street 28Th Floor New York, NY 10004","(40.7040662, -74.01114559999999)"
"144-22 76Th Rd  Flushing, NY 11367","(40.722041, -73.8184)"
"236 West 26Th St Suite 605 New York, NY 10001","(40.7464981, -73.9960928)"
"69 Lincoln Blvd Ste A339  Lincoln, CA 95648","(38.878689, -121.2939185)"
"8731 East Old Spanish Terrace Drive Tucson  Tucson, AZ 85710","(32.2153694, -110.8056294)"
"130 Euston Rd   Garden City, NY 11530","(40.726945, -73.662133)"
"548 Market St. #82617 San Francisco, CA 94104","(37.7900465, -122.4008744)"
"3255 Wilshire Blvd Suite  1800 Los Angeles, CA 90010","(34.062252, -118.2931324)"
"3611 14Th Ave Ste 554  Brooklyn, NY 11218","(40.6405745, -73.9822961)"
"421 Hudson Street Apt 710 New York, NY 10014","(40.7298815, -74.00731309999999)"
"3327 Noyac Road  Sag Harbor, NY 11963","(40.9943783, -72.3451955)"
"450 Sutter St #840 San Francisco, CA 94108","(37.7896952, -122.4078356)"
"37114 Pine Mesa Ct  Yucaipa, CA 92399","(34.0051327, -116.9934052)"
"828 Avenue Of The Americas  New York, NY 10001","(40.7463471, -73.9899472)"
"223 Via De San Ysidro   San Diego , CA 92173","(32.5504621, -117.0465147)"
"10436 Santa Monica Blvd, Suite 3010  Los Angeles, CA 90025","(34.0564232, -118.4248336)"
"1162 Suncast Lane #112  El Dorado Hills, CA 95762","(38.635064, -121.062947)"
"1531 Hamilton Ave.   San Jose, CA 95125","(37.2947232, -121.9108423)"
"777 Westchester Avenue Suite 101 White Plains, NY 10604","(41.0230842, -73.7316962)"
"97-07  63Rd Rd  Apt 10K  Rego Park, NY 11374","(40.7315938, -73.8606057)"
"26556 Oso Rojo  Mission Viejo, CA 92692","(33.5415354, -117.6665624)"
"148 E 38Th Street Apt 4  New York, NY 10016","(40.7484661, -73.9772752)"
"603 Bergen Street  Brooklyn, NY 11238","(40.679988, -73.969872)"
"409 Boulevard  Kenilworth, NJ 7033","(40.6752819, -74.2962605)"
"675 Grand Ave   Brooklyn, NY 11211","(40.711717, -73.9454135)"
"1 Eves Drive  Marlton, NJ 8053","(39.9105206, -74.9344863)"
"3649 Erie Blvd E  Syracuse, NY 13214","(43.0397328, -76.0640748)"
"2295 Needham Rd., Suite 53  El Cajon, CA 92020","(32.8035665, -116.9954287)"
"4 Beechwood  Irvine, CA 92604","(33.6770857, -117.7919008)"
"5173 Merrick Road  Massapequa Park, NY 11762","(40.66664220000001, -73.4450226)"
"25 Taylor St  San Francisco, CA 94102","(37.7824849, -122.4110606)"
"20 Pawprint   Irvine, CA 92618","(33.703851, -117.7254021)"
"5776 Stoneridge Mall Rd. Ste 180 Pleasanton, CA 94588","(37.6922563, -121.9310943)"
"8274 Brewerton Rd  Cicero, NY 13039","(43.1711353, -76.1169098)"
"1121 Wellington St  Oakland, CA 94602","(37.8090165, -122.2237521)"
"555 East Ocean Blvd Suite 110 Long Beach, CA 90802","(33.7669422, -118.1858217)"
"135 Main Street Suite 1300  San Francisco, CA 94105","(37.7915544, -122.3940953)"
"594 Dean St, Suite 12  Brooklyn, NY 11238","(40.6804526, -73.9702387)"
"65 North Madison Ave Suite 200   Pasadena, CA 91101","(34.14707569999999, -118.1386534)"
"62 Leroy St.  Binghamton, NY 13905","(42.0959094, -75.9260692)"
"1100 Industrial Rd Suite 16 San Carlos, CA 94070","(37.5025722, -122.2489608)"
"3977 19Th Street  San Francisco, CA 94114","(37.759213, -122.432067)"
"25125 Madison Ave  Murrieta, CA 92562","(33.5552296, -117.2001338)"
"182 Nassau St, Suite 201  Princeton, NJ 8542","(40.3510742, -74.65580840000001)"
"609 Price Ave Ste 208  Redwood City, CA 94063","(37.4934401, -122.2303566)"
"2483 Old Middlefield Way, Ste 170   Mountain View, CA 94043","(37.4142337, -122.0991463)"
"177 Prince St Ste 204 New York, NY 10012","(40.72651460000001, -74.0017635)"
"584 Castro Street #227  San Francisco, CA 94114","(37.7595924, -122.4352459)"
"367 Troutman St  Brooklyn, NY 11237","(40.705775, -73.923971)"
"3001 Chapel Ave  Cherry Hill, NJ 8002","(39.9260732, -75.0037471)"
"2175 Francisco Blvd  San Rafael, CA 94901","(37.946151, -122.484418)"
"1133 Saratoga Avenue  San Jose, CA 95129","(37.3045271, -121.9794534)"
"101 West Market Street  Corning, NY 14830","(42.1443158, -77.0586725)"
"43 Cokesbury Califon Rd   Lebanon, NJ 8833","(40.689955, -74.847914)"
"325 W. Washington St. #2319 San Diego, CA 92103","(32.7496857, -117.166869)"
"200 East 36Th Street  New York, NY 10016","(40.7467267, -73.9768838)"
"404 Oak Street Ste 200  Syracuse, NY 13203","(43.058407, -76.133309)"
"35 Main Street Suite 501  Poughkeepsie, NY 12601","(41.7059714, -73.9386799)"
"26856 Adams Ave Suite 100  Murrieta, CA 92562","(33.5259969, -117.177483)"
"3760 State St Suite 102 Santa Barbara, CA 93105","(34.4414443, -119.7446399)"
"299 Park Ave Fl 6  New York, NY 10171","(40.756039, -73.9741415)"
"425 S Coast Hwy  Oceanside, CA 92054","(33.1908723, -117.3756252)"
"1183A Broadway  Hewlett, NY 11557","(40.6360612, -73.70284680000002)"
"700 Van Ness Ave  Fresno, CA 93721","(36.7320866, -119.7858041)"
"901 Hyde Ct.  Costa Mesa, CA 92626","(33.68040939999999, -117.8953652)"
"1807 S Catalina Ave  Redondo Beach, CA 90277","(33.816622, -118.3876635)"
"1739 Candlestick Lane  Newport Beach, CA 92660","(33.6362861, -117.8950798)"
"455 Rt 306  Monsey, NY 10952","(41.1559894, -74.07104410000001)"
"30 Irvin Ave, 2Nd Floor  Collingswood, NJ 8108","(39.914628, -75.06718339999999)"
"169 5Th Ave  Brooklyn, NY 11217","(40.67734979999999, -73.9795328)"
"1136 Springfield Ave  Mountainside, NJ 7092","(40.6789874, -74.33198190000002)"
"188 Grand St #305  New York, NY 10013","(40.719511, -73.9970748)"
"205 Hudson St Fl 7 New York, NY 10013","(40.72383000000001, -74.0084135)"
"703 Saratoga Road  Burnt Hills, NY 12027","(42.8999812, -73.9076218)"
"1017 State Route 33  Freehold, NJ 7728","(40.231714, -74.206402)"
"5060 Shoreham Pl #350  San Diego, CA 92122","(32.8519811, -117.1857075)"
"4 Saul Place  Plainview, NY 11803","(40.7825261, -73.4778894)"
"218 Kane St  Brooklyn, NY 11231","(40.6857338, -73.9957534)"
"1628 Sweetshade Cir  Orange, CA 92869","(33.8152126, -117.7807191)"
"5702 Adeline St Suite B  Oakland, CA 94608","(37.8417787, -122.2738736)"
"2056 West 9Th Street  Brooklyn, NY 11223","(40.59701039999999, -73.9807761)"
"45 Main Street  Brockport, NY 14420","(43.2153207, -77.93838079999999)"
"154 Baltic St  Brooklyn, NY 11201","(40.6873921, -73.9983793)"
"77 Spinney Rd  East Quogue, NY 11942","(40.8569131, -72.59139230000001)"
"505 Cypress Point Dr Unit #218 Mountain View, CA 94043","(37.3971273, -122.0744949)"
"10866 Wilshire Blvd Suite 1650  Los Angeles, CA 90024","(34.0588444, -118.4421313)"
"18 Ashdown Pl  Half Moon Bay, CA 94019","(37.4345437, -122.4391597)"
"41-10 Bowne St, Ste L3  Flushing, NY 11355","(40.7594694, -73.8241208)"
"195 Greenpoint Ave  Brooklyn, NY 11222","(40.730548, -73.95179999999999)"
"610 Santa Monica Blvd. Ste 220  Santa Monica, CA 90401","(34.0180954, -118.4928172)"
"584 Castro St #782 San Francisco, CA 94114","(37.7595924, -122.4352459)"
"2660 Solace Place Suite B  Mountain View, CA 94040","(37.36653889999999, -122.0788621)"
"54 East River Street  Ogdensburg, NY 13669","(44.695091, -75.4950829)"
"28212 Kelly Johnson Pkwy Suite 125  Valencia, CA 91355","(34.4489134, -118.5787021)"
"2555 Flores St Suite 395 San Mateo, CA 94403","(37.5432066, -122.3064554)"
"4134 Adams Ave Suite 1 San Diego, CA 92116","(32.7635026, -117.1065742)"
"70 Bowman Road  Jackson, NJ 8527","(40.0881796, -74.309415)"
"110 East 9Th St Suite A1169 Los Angeles, CA 90079","(34.0404687, -118.255329)"
"1 Barker Ave 4Th Fl   White Plains, NY 10601","(41.0348775, -73.771231)"
"666 Plainsboro Rd Ste 1320  Plainsboro, NJ 8536","(40.32746909999999, -74.5746643)"
"4615 Center Blvd Apt 4008 Long Island City, NY 11109","(40.7472718, -73.95587189999999)"
"1635 Magnolia Ave   Chico, CA 95928","(39.74292620000001, -121.8519097)"
"75 E Santa Clara St Floor 6 San Jose, CA 95113","(37.3371187, -121.8893909)"
"4250 Executive Square Ste 200 La Jolla, CA 92037","(32.8745843, -117.2149768)"
"1470 Moonstone  Brea, CA 92821","(33.9214258, -117.9222456)"
"4653 Carmel Mountain Road Suite 308-134 San Diego, CA 92130","(32.9207357, -117.213135)"
"3 Soundbeach Rd  Glen Cove, NY 11542","(40.8986782, -73.6310771)"
"15760 Ventura Blvd Suite Ll42  Encino, CA 91436","(34.1549772, -118.4763349)"
"2030 3Rd St Unit 16 San Francisco, CA 94107","(37.76365980000001, -122.3891338)"
"252 Norman Ave Apt 302  Brooklyn, NY 11222","(40.7274786, -73.9426412)"
"1381 Castle Hill Ave  Bronx, NY 10462","(40.8359166, -73.8523027)"
"5 Olive Tree Lane  Albany, NY 12207","(42.6491478, -73.8328777)"
"3445 Orchard Park Rd  Orchard Park, NY 14127","(42.79065480000001, -78.7506532)"
"72 Berry Street #1A Brooklyn, NY 11249","(40.7201325, -73.9577734)"
"2029 Demoine Ave Ste 303   Fort Lee, NJ 7024","(40.8523771, -73.9699172)"
"340 East 22Nd St Apt. 2C New York, NY 10010","(40.73631839999999, -73.9796894)"
"201 W 11Th St #2F  New York, NY 10014","(40.7367059, -74.0014372)"
"C/O Sosa  149 5Th Ave, 9Th Floor New York, NY 10010","(40.7402332, -73.9900005)"
"807 Delaware Street  Berkeley, CA 94710","(37.870404, -122.299084)"
"1159 Howard St  San Francisco, CA 94103","(37.7767483, -122.4105463)"
"4382 Western Turnpike  Altamont, NY 12009","(42.734659, -73.98733)"
"5314 18Th Avenue  Brooklyn, NY 11204","(40.6258764, -73.98380639999999)"
"330 7Th Ave 10 Floor New York, NY 10001","(40.7477463, -73.9933782)"
"49034 Wedge Grass Terrace  Fremont, CA 94539","(37.460584, -121.916997)"
"2600 Grand Island Blvd  Grand Island, NY 14072","(43.0317533, -78.97300489999999)"
"4 Groesbeck Place  Delmar, NY 12054","(42.6267104, -73.82219429999999)"
"295 Central Ave  Jersey City, NJ 7307","(40.7451878, -74.05023469999999)"
"Po Box 732  Rancho Mirage, CA 92270","(33.739744, -116.41279)"
"7801 Beverly Boulevard   Los Angeles, CA 90036","(34.0763321, -118.3595956)"
"1251 Avenue Of The Americas  New York, NY 10020","(40.7601019, -73.9818173)"
"572 Rio Lindo Ave 204 Chico, CA 95926","(39.7552663, -121.8484354)"
"75 Village Drive  Hamilton, NJ 8620","(40.1773291, -74.65173109999999)"
"1644 Abbot Kinney Blvd  Los Angeles, CA 90291","(33.9893726, -118.4632889)"
"11446 Rockaway Blvd  South Ozone Par, NY 11420","(40.676496, -73.823066)"
"24100 Narbonne Ave, Suite 204  Lomita, CA 90717","(33.806119, -118.3195744)"
"269 F Middle Country Rd  Smithtown, NY 11787","(40.85562609999999, -73.1792428)"
"6471 Transit Rd.  East Amherst, NY 14051","(43.0249367, -78.6961985)"
"451 Eichybush Road  Kinderhook, NY 12106","(42.405246, -73.73813)"
"6070 Stevenson Blvd.  Fremont, CA 94538","(37.5182604, -121.9892991)"
"350 Frank H. Ogawa Plaza Suite 701 Oakland, CA 94612","(37.80613990000001, -122.2715697)"
"10 Clayton St  San Francisco, CA 94117","(37.775204, -122.449371)"
"710 N Mariposa St   Burbank, CA 91506","(34.1801814, -118.3240494)"
"825 Western Ave #15  Glendale, CA 91201","(34.1677351, -118.2942742)"
"27600 Bouquet Canyon Rd Ste 212 Santa Clarita, CA 91350","(34.4422881, -118.5119375)"
"10971 Terry Way  Los Altos, CA 94024","(37.3414868, -122.0996687)"
"425 Oak Street Suite C Garden City, NY 11530","(40.7279957, -73.6094202)"
"2065 Boston Post Rd.  Larchmont, NY 10538","(40.9297843, -73.7504059)"
"835 South Ave  Rochester, NY 14620","(43.1385654, -77.6066833)"
"25 Rockwood Place Suite 110  Englewood, NJ 7631","(40.8796336, -73.9830948)"
"660 4Th St., #324   San Francisco, CA 94107","(37.7773924, -122.3956947)"
"383 Route 211E  Middletown, NY 10940","(41.456396, -74.3898337)"
"1440 Broadway, 23 Rd Fl  New York, NY 10018","(40.75439530000001, -73.986453)"
"888 10 Ave  New York, NY 10019","(40.7695806, -73.98784669999999)"
"711 N. Main Street Unit A  Pleasantville, NJ 8232","(39.4009156, -74.5152465)"
"188 N. Union St  Olean, NY 14760","(42.079912, -78.429644)"
"4747 Executive Dr Ste 820 San Diego, CA 92121","(32.875097, -117.2041308)"
"160 School Street  Victor, NY 14564","(42.9804565, -77.417405)"
"99 Route 37 West  Toms River, NJ 8755","(39.9642549, -74.2156583)"
"1925 Winchester Blvd Ste 204 Campbell, CA 95008","(37.2889839, -121.9502885)"
